"Balancing Authority","Local Time at End of Hour","UTC Time at End of Hour","Demand Forecast (MW)","Demand (MW)","Net Generation (MW)","Total Interchange (MW)","Sum(Valid DIBAs) (MW)","Demand (MW) (Imputed)","Net Generation (MW) (Imputed)","Total Interchange (MW) (Imputed)","Demand (MW) (Adjusted)","Net Generation (MW) (Adjusted)","Total Interchange (MW) (Adjusted)","Region"
PSCO,06/01/2025 4:00:00 AM,06/01/2025 10:00:00 AM,3678,3787,3810,23,23,,,,3787,3810,23,NW
PSCO,06/01/2025 5:00:00 AM,06/01/2025 11:00:00 AM,3647,3739,3801,62,62,,,,3739,3801,62,NW
PSCO,06/01/2025 6:00:00 AM,06/01/2025 12:00:00 PM,3645,3749,3875,126,126,,,,3749,3875,126,NW
PSCO,06/01/2025 7:00:00 AM,06/01/2025 1:00:00 PM,3550,3969,4062,93,93,,,,3969,4062,93,NW
PSCO,06/01/2025 8:00:00 AM,06/01/2025 2:00:00 PM,3558,4218,4239,21,21,,,,4218,4239,21,NW
PSCO,06/01/2025 9:00:00 AM,06/01/2025 3:00:00 PM,3641,4474,4612,138,138,,,,4474,4612,138,NW
PSCO,06/01/2025 10:00:00 AM,06/01/2025 4:00:00 PM,3634,4708,4892,184,184,,,,4708,4892,184,NW
PSCO,06/01/2025 11:00:00 AM,06/01/2025 5:00:00 PM,3770,5142,5420,278,278,,,,5142,5420,278,NW
PSCO,06/01/2025 12:00:00 PM,06/01/2025 6:00:00 PM,3951,5558,5835,277,277,,,,5558,5835,277,NW
PSCO,06/01/2025 1:00:00 PM,06/01/2025 7:00:00 PM,4275,5837,6113,276,276,,,,5837,6113,276,NW
PSCO,06/01/2025 2:00:00 PM,06/01/2025 8:00:00 PM,4501,6093,6450,357,357,,,,6093,6450,357,NW
PSCO,06/01/2025 3:00:00 PM,06/01/2025 9:00:00 PM,4790,6242,6555,313,313,,,,6242,6555,313,NW
PSCO,06/01/2025 4:00:00 PM,06/01/2025 10:00:00 PM,5142,6253,6729,476,476,,,,6253,6729,476,NW
PSCO,06/01/2025 5:00:00 PM,06/01/2025 11:00:00 PM,5495,6155,6528,373,373,,,,6155,6528,373,NW
PSCO,06/01/2025 6:00:00 PM,06/02/2025 12:00:00 AM,5614,5894,6368,474,474,,,,5894,6368,474,NW
PSCO,06/01/2025 7:00:00 PM,06/02/2025 1:00:00 AM,5654,5801,6016,215,215,,,,5801,6016,215,NW
PSCO,06/01/2025 8:00:00 PM,06/02/2025 2:00:00 AM,5459,5615,5590,-25,-25,,,,5615,5590,-25,NW
PSCO,06/01/2025 9:00:00 PM,06/02/2025 3:00:00 AM,5460,5330,5142,-188,-188,,,,5330,5142,-188,NW
PSCO,06/01/2025 10:00:00 PM,06/02/2025 4:00:00 AM,5249,5157,5159,2,2,,,,5157,5159,2,NW
PSCO,06/01/2025 11:00:00 PM,06/02/2025 5:00:00 AM,4824,4747,4784,37,37,,,,4747,4784,37,NW
PSCO,06/02/2025 12:00:00 AM,06/02/2025 6:00:00 AM,4349,4464,4595,131,131,,,,4464,4595,131,NW
PSCO,06/02/2025 1:00:00 AM,06/02/2025 7:00:00 AM,4253,4560,4826,266,266,,,,4560,4826,266,NW
PSCO,06/02/2025 2:00:00 AM,06/02/2025 8:00:00 AM,4036,4530,4852,322,322,,,,4530,4852,322,NW
PSCO,06/02/2025 3:00:00 AM,06/02/2025 9:00:00 AM,3886,4341,4649,308,308,,,,4341,4649,308,NW
PSCO,06/02/2025 4:00:00 AM,06/02/2025 10:00:00 AM,3794,4202,4554,352,352,,,,4202,4554,352,NW
PSCO,06/02/2025 5:00:00 AM,06/02/2025 11:00:00 AM,3833,4104,4470,366,366,,,,4104,4470,366,NW
PSCO,06/02/2025 6:00:00 AM,06/02/2025 12:00:00 PM,3958,4037,4336,299,299,,,,4037,4336,299,NW
PSCO,06/02/2025 7:00:00 AM,06/02/2025 1:00:00 PM,4142,4309,4464,155,155,,,,4309,4464,155,NW
PSCO,06/02/2025 8:00:00 AM,06/02/2025 2:00:00 PM,4284,4507,4671,164,164,,,,4507,4671,164,NW
PSCO,06/02/2025 9:00:00 AM,06/02/2025 3:00:00 PM,4349,4630,4872,242,242,,,,4630,4872,242,NW
PSCO,06/02/2025 10:00:00 AM,06/02/2025 4:00:00 PM,4483,4900,5107,207,207,,,,4900,5107,207,NW
PSCO,06/02/2025 11:00:00 AM,06/02/2025 5:00:00 PM,4680,4922,5070,148,148,,,,4922,5070,148,NW
PSCO,06/02/2025 12:00:00 PM,06/02/2025 6:00:00 PM,4874,5148,5357,209,209,,,,5148,5357,209,NW
PSCO,06/02/2025 1:00:00 PM,06/02/2025 7:00:00 PM,5153,5339,5546,207,207,,,,5339,5546,207,NW
PSCO,06/02/2025 2:00:00 PM,06/02/2025 8:00:00 PM,5444,5531,5732,201,201,,,,5531,5732,201,NW
PSCO,06/02/2025 3:00:00 PM,06/02/2025 9:00:00 PM,5638,5425,5365,-60,-60,,,,5425,5365,-60,NW
PSCO,06/02/2025 4:00:00 PM,06/02/2025 10:00:00 PM,5767,5286,5301,15,15,,,,5286,5301,15,NW
PSCO,06/02/2025 5:00:00 PM,06/02/2025 11:00:00 PM,5834,5448,5260,-188,-188,,,,5448,5260,-188,NW
PSCO,06/02/2025 6:00:00 PM,06/03/2025 12:00:00 AM,5802,5832,5855,23,23,,,,5832,5855,23,NW
PSCO,06/02/2025 7:00:00 PM,06/03/2025 1:00:00 AM,5757,5791,5746,-45,-45,,,,5791,5746,-45,NW
PSCO,06/02/2025 8:00:00 PM,06/03/2025 2:00:00 AM,5702,5523,5209,-314,-314,,,,5523,5209,-314,NW
PSCO,06/02/2025 9:00:00 PM,06/03/2025 3:00:00 AM,5444,5317,5093,-224,-224,,,,5317,5093,-224,NW
PSCO,06/02/2025 10:00:00 PM,06/03/2025 4:00:00 AM,5279,5036,5205,169,169,,,,5036,5205,169,NW
PSCO,06/02/2025 11:00:00 PM,06/03/2025 5:00:00 AM,4885,5024,5573,549,549,,,,5024,5573,549,NW
PSCO,06/03/2025 12:00:00 AM,06/03/2025 6:00:00 AM,4471,4717,5292,575,575,,,,4717,5292,575,NW
PSCO,06/03/2025 1:00:00 AM,06/03/2025 7:00:00 AM,4081,4553,4995,442,442,,,,4553,4995,442,NW
PSCO,06/03/2025 2:00:00 AM,06/03/2025 8:00:00 AM,3935,4446,4833,387,387,,,,4446,4833,387,NW
PSCO,06/03/2025 3:00:00 AM,06/03/2025 9:00:00 AM,3832,4329,4884,555,555,,,,4329,4884,555,NW
PSCO,06/03/2025 4:00:00 AM,06/03/2025 10:00:00 AM,3785,4243,4793,550,550,,,,4243,4793,550,NW
PSCO,06/03/2025 5:00:00 AM,06/03/2025 11:00:00 AM,3819,4304,4881,577,577,,,,4304,4881,577,NW
PSCO,06/03/2025 6:00:00 AM,06/03/2025 12:00:00 PM,3968,4510,5117,607,607,,,,4510,5117,607,NW
PSCO,06/03/2025 7:00:00 AM,06/03/2025 1:00:00 PM,4164,4729,5188,459,459,,,,4729,5188,459,NW
PSCO,06/03/2025 8:00:00 AM,06/03/2025 2:00:00 PM,4281,4764,5192,428,428,,,,4764,5192,428,NW
PSCO,06/03/2025 9:00:00 AM,06/03/2025 3:00:00 PM,4370,4802,5064,262,262,,,,4802,5064,262,NW
PSCO,06/03/2025 10:00:00 AM,06/03/2025 4:00:00 PM,4481,4856,5092,236,236,,,,4856,5092,236,NW
PSCO,06/03/2025 11:00:00 AM,06/03/2025 5:00:00 PM,4417,4845,5189,344,344,,,,4845,5189,344,NW
PSCO,06/03/2025 12:00:00 PM,06/03/2025 6:00:00 PM,4438,4886,5233,347,347,,,,4886,5233,347,NW
PSCO,06/03/2025 1:00:00 PM,06/03/2025 7:00:00 PM,4450,5021,5318,297,297,,,,5021,5318,297,NW
PSCO,06/03/2025 2:00:00 PM,06/03/2025 8:00:00 PM,4508,4950,5235,285,285,,,,4950,5235,285,NW
PSCO,06/03/2025 3:00:00 PM,06/03/2025 9:00:00 PM,4466,4958,5254,296,296,,,,4958,5254,296,NW
PSCO,06/03/2025 4:00:00 PM,06/03/2025 10:00:00 PM,4565,4838,4997,159,159,,,,4838,4997,159,NW
PSCO,06/03/2025 5:00:00 PM,06/03/2025 11:00:00 PM,4702,4850,4883,33,33,,,,4850,4883,33,NW
PSCO,06/03/2025 6:00:00 PM,06/04/2025 12:00:00 AM,4770,4901,4745,-156,-156,,,,4901,4745,-156,NW
PSCO,06/03/2025 7:00:00 PM,06/04/2025 1:00:00 AM,4789,4880,4633,-247,-247,,,,4880,4633,-247,NW
PSCO,06/03/2025 8:00:00 PM,06/04/2025 2:00:00 AM,4836,4815,4515,-300,-300,,,,4815,4515,-300,NW
PSCO,06/03/2025 9:00:00 PM,06/04/2025 3:00:00 AM,4772,4773,4526,-247,-247,,,,4773,4526,-247,NW
PSCO,06/03/2025 10:00:00 PM,06/04/2025 4:00:00 AM,4806,4636,4506,-130,-130,,,,4636,4506,-130,NW
PSCO,06/03/2025 11:00:00 PM,06/04/2025 5:00:00 AM,4482,4380,4379,-1,-1,,,,4380,4379,-1,NW
PSCO,06/04/2025 12:00:00 AM,06/04/2025 6:00:00 AM,4174,4088,4173,85,85,,,,4088,4173,85,NW
PSCO,06/04/2025 1:00:00 AM,06/04/2025 7:00:00 AM,3897,3892,4010,118,118,,,,3892,4010,118,NW
PSCO,06/04/2025 2:00:00 AM,06/04/2025 8:00:00 AM,3728,3826,4113,287,287,,,,3826,4113,287,NW
PSCO,06/04/2025 3:00:00 AM,06/04/2025 9:00:00 AM,3706,3775,4177,402,402,,,,3775,4177,402,NW
PSCO,06/04/2025 4:00:00 AM,06/04/2025 10:00:00 AM,3676,3723,4094,371,371,,,,3723,4094,371,NW
PSCO,06/04/2025 5:00:00 AM,06/04/2025 11:00:00 AM,3767,3817,4330,513,513,,,,3817,4330,513,NW
PSCO,06/04/2025 6:00:00 AM,06/04/2025 12:00:00 PM,3890,3989,4306,317,317,,,,3989,4306,317,NW
PSCO,06/04/2025 7:00:00 AM,06/04/2025 1:00:00 PM,4085,4221,4509,288,288,,,,4221,4509,288,NW
PSCO,06/04/2025 8:00:00 AM,06/04/2025 2:00:00 PM,4197,4359,4899,540,540,,,,4359,4899,540,NW
PSCO,06/04/2025 9:00:00 AM,06/04/2025 3:00:00 PM,4180,4518,5153,635,635,,,,4518,5153,635,NW
PSCO,06/04/2025 10:00:00 AM,06/04/2025 4:00:00 PM,4153,4776,5498,722,722,,,,4776,5498,722,NW
PSCO,06/04/2025 11:00:00 AM,06/04/2025 5:00:00 PM,4162,4817,5627,810,810,,,,4817,5627,810,NW
PSCO,06/04/2025 12:00:00 PM,06/04/2025 6:00:00 PM,4241,4753,5632,879,879,,,,4753,5632,879,NW
PSCO,06/04/2025 1:00:00 PM,06/04/2025 7:00:00 PM,4252,4853,5654,801,801,,,,4853,5654,801,NW
PSCO,06/04/2025 2:00:00 PM,06/04/2025 8:00:00 PM,4351,4730,5405,675,675,,,,4730,5405,675,NW
PSCO,06/04/2025 3:00:00 PM,06/04/2025 9:00:00 PM,4501,4816,5408,592,592,,,,4816,5408,592,NW
PSCO,06/04/2025 4:00:00 PM,06/04/2025 10:00:00 PM,4622,4820,5043,223,223,,,,4820,5043,223,NW
PSCO,06/04/2025 5:00:00 PM,06/04/2025 11:00:00 PM,4751,4981,5206,225,225,,,,4981,5206,225,NW
PSCO,06/04/2025 6:00:00 PM,06/05/2025 12:00:00 AM,4829,5375,5599,224,224,,,,5375,5599,224,NW
PSCO,06/04/2025 7:00:00 PM,06/05/2025 1:00:00 AM,4837,5355,5522,167,167,,,,5355,5522,167,NW
PSCO,06/04/2025 8:00:00 PM,06/05/2025 2:00:00 AM,4841,5172,5304,132,132,,,,5172,5304,132,NW
PSCO,06/04/2025 9:00:00 PM,06/05/2025 3:00:00 AM,4759,5182,5512,330,330,,,,5182,5512,330,NW
PSCO,06/04/2025 10:00:00 PM,06/05/2025 4:00:00 AM,4765,5071,5593,522,522,,,,5071,5593,522,NW
PSCO,06/04/2025 11:00:00 PM,06/05/2025 5:00:00 AM,4447,4738,5271,533,533,,,,4738,5271,533,NW
PSCO,06/05/2025 12:00:00 AM,06/05/2025 6:00:00 AM,4135,4527,5179,652,652,,,,4527,5179,652,NW
PSCO,06/05/2025 1:00:00 AM,06/05/2025 7:00:00 AM,3900,4528,5267,739,739,,,,4528,5267,739,NW
PSCO,06/05/2025 2:00:00 AM,06/05/2025 8:00:00 AM,3747,4381,5069,688,688,,,,4381,5069,688,NW
PSCO,06/05/2025 3:00:00 AM,06/05/2025 9:00:00 AM,3718,4231,4935,704,704,,,,4231,4935,704,NW
PSCO,06/05/2025 4:00:00 AM,06/05/2025 10:00:00 AM,3691,4082,4684,602,602,,,,4082,4684,602,NW
PSCO,06/05/2025 5:00:00 AM,06/05/2025 11:00:00 AM,3772,3951,4441,490,490,,,,3951,4441,490,NW
PSCO,06/05/2025 6:00:00 AM,06/05/2025 12:00:00 PM,3904,4064,4481,417,417,,,,4064,4481,417,NW
PSCO,06/05/2025 7:00:00 AM,06/05/2025 1:00:00 PM,4082,4340,4627,287,287,,,,4340,4627,287,NW
PSCO,06/05/2025 8:00:00 AM,06/05/2025 2:00:00 PM,4189,4358,4752,394,394,,,,4358,4752,394,NW
PSCO,06/05/2025 9:00:00 AM,06/05/2025 3:00:00 PM,4177,4459,5090,631,631,,,,4459,5090,631,NW
PSCO,06/05/2025 10:00:00 AM,06/05/2025 4:00:00 PM,4141,4643,5145,502,502,,,,4643,5145,502,NW
PSCO,06/05/2025 11:00:00 AM,06/05/2025 5:00:00 PM,4158,4560,4999,439,439,,,,4560,4999,439,NW
PSCO,06/05/2025 12:00:00 PM,06/05/2025 6:00:00 PM,4261,4586,4956,370,370,,,,4586,4956,370,NW
PSCO,06/05/2025 1:00:00 PM,06/05/2025 7:00:00 PM,4280,4840,5091,251,251,,,,4840,5091,251,NW
PSCO,06/05/2025 2:00:00 PM,06/05/2025 8:00:00 PM,4460,5011,5116,105,105,,,,5011,5116,105,NW
PSCO,06/05/2025 3:00:00 PM,06/05/2025 9:00:00 PM,4569,5103,5367,264,264,,,,5103,5367,264,NW
PSCO,06/05/2025 4:00:00 PM,06/05/2025 10:00:00 PM,4631,5097,5401,304,304,,,,5097,5401,304,NW
PSCO,06/05/2025 5:00:00 PM,06/05/2025 11:00:00 PM,4717,4783,5031,248,248,,,,4783,5031,248,NW
PSCO,06/05/2025 6:00:00 PM,06/06/2025 12:00:00 AM,4751,5111,5241,130,130,,,,5111,5241,130,NW
PSCO,06/05/2025 7:00:00 PM,06/06/2025 1:00:00 AM,4765,5250,5470,220,220,,,,5250,5470,220,NW
PSCO,06/05/2025 8:00:00 PM,06/06/2025 2:00:00 AM,4699,5249,5317,68,68,,,,5249,5317,68,NW
PSCO,06/05/2025 9:00:00 PM,06/06/2025 3:00:00 AM,4698,5034,4895,-139,-139,,,,5034,4895,-139,NW
PSCO,06/05/2025 10:00:00 PM,06/06/2025 4:00:00 AM,4671,4736,4606,-130,-130,,,,4736,4606,-130,NW
PSCO,06/05/2025 11:00:00 PM,06/06/2025 5:00:00 AM,4411,4403,4387,-16,-16,,,,4403,4387,-16,NW
PSCO,06/06/2025 12:00:00 AM,06/06/2025 6:00:00 AM,4129,4102,4228,126,126,,,,4102,4228,126,NW
PSCO,06/06/2025 1:00:00 AM,06/06/2025 7:00:00 AM,3969,3910,4069,159,159,,,,3910,4069,159,NW
PSCO,06/06/2025 2:00:00 AM,06/06/2025 8:00:00 AM,3820,3802,3988,186,186,,,,3802,3988,186,NW
PSCO,06/06/2025 3:00:00 AM,06/06/2025 9:00:00 AM,3714,3732,4010,278,278,,,,3732,4010,278,NW
PSCO,06/06/2025 4:00:00 AM,06/06/2025 10:00:00 AM,3679,3649,3908,259,259,,,,3649,3908,259,NW
PSCO,06/06/2025 5:00:00 AM,06/06/2025 11:00:00 AM,3735,3577,3825,248,248,,,,3577,3825,248,NW
PSCO,06/06/2025 6:00:00 AM,06/06/2025 12:00:00 PM,3836,3769,3962,193,193,,,,3769,3962,193,NW
PSCO,06/06/2025 7:00:00 AM,06/06/2025 1:00:00 PM,4004,4126,4432,306,306,,,,4126,4432,306,NW
PSCO,06/06/2025 8:00:00 AM,06/06/2025 2:00:00 PM,4154,4589,4952,363,363,,,,4589,4952,363,NW
PSCO,06/06/2025 9:00:00 AM,06/06/2025 3:00:00 PM,4146,4802,5126,324,324,,,,4802,5126,324,NW
PSCO,06/06/2025 10:00:00 AM,06/06/2025 4:00:00 PM,4102,4658,4878,220,220,,,,4658,4878,220,NW
PSCO,06/06/2025 11:00:00 AM,06/06/2025 5:00:00 PM,4089,4542,4827,285,285,,,,4542,4827,285,NW
PSCO,06/06/2025 12:00:00 PM,06/06/2025 6:00:00 PM,4169,4544,4905,361,361,,,,4544,4905,361,NW
PSCO,06/06/2025 1:00:00 PM,06/06/2025 7:00:00 PM,4167,4724,5125,401,401,,,,4724,5125,401,NW
PSCO,06/06/2025 2:00:00 PM,06/06/2025 8:00:00 PM,4315,4887,5398,511,511,,,,4887,5398,511,NW
PSCO,06/06/2025 3:00:00 PM,06/06/2025 9:00:00 PM,4442,4987,5604,617,617,,,,4987,5604,617,NW
PSCO,06/06/2025 4:00:00 PM,06/06/2025 10:00:00 PM,4487,4899,5387,488,488,,,,4899,5387,488,NW
PSCO,06/06/2025 5:00:00 PM,06/06/2025 11:00:00 PM,4523,4988,5314,326,326,,,,4988,5314,326,NW
PSCO,06/06/2025 6:00:00 PM,06/07/2025 12:00:00 AM,4623,5402,5985,583,583,,,,5402,5985,583,NW
PSCO,06/06/2025 7:00:00 PM,06/07/2025 1:00:00 AM,4648,5171,5494,323,323,,,,5171,5494,323,NW
PSCO,06/06/2025 8:00:00 PM,06/07/2025 2:00:00 AM,4687,4842,5017,175,175,,,,4842,5017,175,NW
PSCO,06/06/2025 9:00:00 PM,06/07/2025 3:00:00 AM,4676,4912,5091,179,179,,,,4912,5091,179,NW
PSCO,06/06/2025 10:00:00 PM,06/07/2025 4:00:00 AM,4649,4844,5004,160,160,,,,4844,5004,160,NW
PSCO,06/06/2025 11:00:00 PM,06/07/2025 5:00:00 AM,4426,4418,4576,158,158,,,,4418,4576,158,NW
PSCO,06/07/2025 12:00:00 AM,06/07/2025 6:00:00 AM,4149,4102,4524,422,422,,,,4102,4524,422,NW
PSCO,06/07/2025 1:00:00 AM,06/07/2025 7:00:00 AM,3921,3880,4319,439,439,,,,3880,4319,439,NW
PSCO,06/07/2025 2:00:00 AM,06/07/2025 8:00:00 AM,3820,3822,4181,359,359,,,,3822,4181,359,NW
PSCO,06/07/2025 3:00:00 AM,06/07/2025 9:00:00 AM,3739,3755,4182,427,427,,,,3755,4182,427,NW
PSCO,06/07/2025 4:00:00 AM,06/07/2025 10:00:00 AM,3652,3754,4180,426,426,,,,3754,4180,426,NW
PSCO,06/07/2025 5:00:00 AM,06/07/2025 11:00:00 AM,3670,3828,4373,545,545,,,,3828,4373,545,NW
PSCO,06/07/2025 6:00:00 AM,06/07/2025 12:00:00 PM,3695,3936,4556,620,620,,,,3936,4556,620,NW
PSCO,06/07/2025 7:00:00 AM,06/07/2025 1:00:00 PM,3656,3960,4432,472,472,,,,3960,4432,472,NW
PSCO,06/07/2025 8:00:00 AM,06/07/2025 2:00:00 PM,3705,4024,4451,427,427,,,,4024,4451,427,NW
PSCO,06/07/2025 9:00:00 AM,06/07/2025 3:00:00 PM,3689,4086,4413,327,327,,,,4086,4413,327,NW
PSCO,06/07/2025 10:00:00 AM,06/07/2025 4:00:00 PM,3597,4264,4604,340,340,,,,4264,4604,340,NW
PSCO,06/07/2025 11:00:00 AM,06/07/2025 5:00:00 PM,3678,4345,4939,594,594,,,,4345,4939,594,NW
PSCO,06/07/2025 12:00:00 PM,06/07/2025 6:00:00 PM,3827,4490,5222,732,732,,,,4490,5222,732,NW
PSCO,06/07/2025 1:00:00 PM,06/07/2025 7:00:00 PM,3988,4685,5402,717,717,,,,4685,5402,717,NW
PSCO,06/07/2025 2:00:00 PM,06/07/2025 8:00:00 PM,4065,4977,5787,810,810,,,,4977,5787,810,NW
PSCO,06/07/2025 3:00:00 PM,06/07/2025 9:00:00 PM,4296,5213,5854,641,641,,,,5213,5854,641,NW
PSCO,06/07/2025 4:00:00 PM,06/07/2025 10:00:00 PM,4521,5258,6002,744,744,,,,5258,6002,744,NW
PSCO,06/07/2025 5:00:00 PM,06/07/2025 11:00:00 PM,4757,5510,6149,639,639,,,,5510,6149,639,NW
PSCO,06/07/2025 6:00:00 PM,06/08/2025 12:00:00 AM,5022,5673,5855,182,182,,,,5673,5855,182,NW
PSCO,06/07/2025 7:00:00 PM,06/08/2025 1:00:00 AM,5328,5560,5609,49,49,,,,5560,5609,49,NW
PSCO,06/07/2025 8:00:00 PM,06/08/2025 2:00:00 AM,5267,5323,5212,-111,-111,,,,5323,5212,-111,NW
PSCO,06/07/2025 9:00:00 PM,06/08/2025 3:00:00 AM,5142,5144,5043,-101,-101,,,,5144,5043,-101,NW
PSCO,06/07/2025 10:00:00 PM,06/08/2025 4:00:00 AM,4998,5001,5092,91,91,,,,5001,5092,91,NW
PSCO,06/07/2025 11:00:00 PM,06/08/2025 5:00:00 AM,4691,4928,5383,455,455,,,,4928,5383,455,NW
PSCO,06/08/2025 12:00:00 AM,06/08/2025 6:00:00 AM,4358,4701,5542,841,841,,,,4701,5542,841,NW
PSCO,06/08/2025 1:00:00 AM,06/08/2025 7:00:00 AM,4104,4485,5287,802,802,,,,4485,5287,802,NW
PSCO,06/08/2025 2:00:00 AM,06/08/2025 8:00:00 AM,3860,4153,4897,744,744,,,,4153,4897,744,NW
PSCO,06/08/2025 3:00:00 AM,06/08/2025 9:00:00 AM,3751,3981,4521,540,540,,,,3981,4521,540,NW
PSCO,06/08/2025 4:00:00 AM,06/08/2025 10:00:00 AM,3660,3740,4062,322,322,,,,3740,4062,322,NW
PSCO,06/08/2025 5:00:00 AM,06/08/2025 11:00:00 AM,3631,3698,4142,444,444,,,,3698,4142,444,NW
PSCO,06/08/2025 6:00:00 AM,06/08/2025 12:00:00 PM,3621,3777,4141,364,364,,,,3777,4141,364,NW
PSCO,06/08/2025 7:00:00 AM,06/08/2025 1:00:00 PM,3553,3867,4278,411,411,,,,3867,4278,411,NW
PSCO,06/08/2025 8:00:00 AM,06/08/2025 2:00:00 PM,3573,3970,4326,356,356,,,,3970,4326,356,NW
PSCO,06/08/2025 9:00:00 AM,06/08/2025 3:00:00 PM,3629,4154,4719,565,565,,,,4154,4719,565,NW
PSCO,06/08/2025 10:00:00 AM,06/08/2025 4:00:00 PM,3610,4396,4895,499,499,,,,4396,4895,499,NW
PSCO,06/08/2025 11:00:00 AM,06/08/2025 5:00:00 PM,3661,4572,5189,617,617,,,,4572,5189,617,NW
PSCO,06/08/2025 12:00:00 PM,06/08/2025 6:00:00 PM,3742,4586,5141,555,555,,,,4586,5141,555,NW
PSCO,06/08/2025 1:00:00 PM,06/08/2025 7:00:00 PM,3977,4660,5250,590,590,,,,4660,5250,590,NW
PSCO,06/08/2025 2:00:00 PM,06/08/2025 8:00:00 PM,4154,4525,5106,581,581,,,,4525,5106,581,NW
PSCO,06/08/2025 3:00:00 PM,06/08/2025 9:00:00 PM,4395,4694,4948,254,254,,,,4694,4948,254,NW
PSCO,06/08/2025 4:00:00 PM,06/08/2025 10:00:00 PM,4690,5010,5187,177,177,,,,5010,5187,177,NW
PSCO,06/08/2025 5:00:00 PM,06/08/2025 11:00:00 PM,4944,5040,5166,126,126,,,,5040,5166,126,NW
PSEI,05/18/2025 5:00:00 PM,05/19/2025 12:00:00 AM,1015,2445,568,-1877,-1877,,,,2445,568,-1877,NW
PSEI,05/18/2025 6:00:00 PM,05/19/2025 1:00:00 AM,1048,2534,724,-1810,-1810,,,,2534,724,-1810,NW
PSEI,05/18/2025 7:00:00 PM,05/19/2025 2:00:00 AM,1008,2571,733,-1838,-1838,,,,2571,733,-1838,NW
PSEI,05/18/2025 8:00:00 PM,05/19/2025 3:00:00 AM,1479,2600,739,-1861,-1861,,,,2600,739,-1861,NW
PSEI,05/18/2025 9:00:00 PM,05/19/2025 4:00:00 AM,1553,2635,717,-1918,-1918,,,,2635,717,-1918,NW
PSEI,05/18/2025 10:00:00 PM,05/19/2025 5:00:00 AM,1384,2634,702,-1932,-1932,,,,2634,702,-1932,NW
PSEI,05/18/2025 11:00:00 PM,05/19/2025 6:00:00 AM,1218,2449,652,-1797,-1797,,,,2449,652,-1797,NW
PSEI,05/19/2025 12:00:00 AM,05/19/2025 7:00:00 AM,1158,2238,659,-1579,-1579,,,,2238,659,-1579,NW
PSEI,05/19/2025 1:00:00 AM,05/19/2025 8:00:00 AM,1190,2091,619,-1472,-1472,,,,2091,619,-1472,NW
PSEI,05/19/2025 2:00:00 AM,05/19/2025 9:00:00 AM,1167,2014,704,-1310,-1310,,,,2014,704,-1310,NW
PSEI,05/19/2025 3:00:00 AM,05/19/2025 10:00:00 AM,1129,1981,657,-1324,-1324,,,,1981,657,-1324,NW
PSEI,05/19/2025 4:00:00 AM,05/19/2025 11:00:00 AM,1188,1989,682,-1307,-1307,,,,1989,682,-1307,NW
PSEI,05/19/2025 5:00:00 AM,05/19/2025 12:00:00 PM,1309,2090,655,-1435,-1435,,,,2090,655,-1435,NW
PSEI,05/19/2025 6:00:00 AM,05/19/2025 1:00:00 PM,1425,2318,627,-1691,-1691,,,,2318,627,-1691,NW
PSEI,05/19/2025 7:00:00 AM,05/19/2025 2:00:00 PM,1409,2619,596,-2023,-2023,,,,2619,596,-2023,NW
PSEI,05/19/2025 8:00:00 AM,05/19/2025 3:00:00 PM,1446,2849,630,-2219,-2219,,,,2849,630,-2219,NW
PSEI,05/19/2025 9:00:00 AM,05/19/2025 4:00:00 PM,1426,2906,620,-2286,-2286,,,,2906,620,-2286,NW
PSEI,05/19/2025 10:00:00 AM,05/19/2025 5:00:00 PM,1455,2853,623,-2230,-2230,,,,2853,623,-2230,NW
PSEI,05/19/2025 11:00:00 AM,05/19/2025 6:00:00 PM,1469,2799,616,-2183,-2183,,,,2799,616,-2183,NW
PSEI,05/19/2025 12:00:00 PM,05/19/2025 7:00:00 PM,1343,2729,605,-2124,-2124,,,,2729,605,-2124,NW
PSEI,05/19/2025 1:00:00 PM,05/19/2025 8:00:00 PM,1459,2682,572,-2110,-2110,,,,2682,572,-2110,NW
PSEI,05/19/2025 2:00:00 PM,05/19/2025 9:00:00 PM,1273,2623,512,-2111,-2111,,,,2623,512,-2111,NW
PSEI,05/19/2025 3:00:00 PM,05/19/2025 10:00:00 PM,1322,2607,538,-2069,-2069,,,,2607,538,-2069,NW
PSEI,05/19/2025 4:00:00 PM,05/19/2025 11:00:00 PM,1209,2610,544,-2066,-2066,,,,2610,544,-2066,NW
PSEI,05/19/2025 5:00:00 PM,05/20/2025 12:00:00 AM,1258,2651,608,-2043,-2043,,,,2651,608,-2043,NW
PSEI,05/19/2025 6:00:00 PM,05/20/2025 1:00:00 AM,1072,2720,740,-1980,-1980,,,,2720,740,-1980,NW
PSEI,05/19/2025 7:00:00 PM,05/20/2025 2:00:00 AM,1341,2728,862,-1866,-1866,,,,2728,862,-1866,NW
PSEI,05/19/2025 8:00:00 PM,05/20/2025 3:00:00 AM,1195,2723,890,-1833,-1833,,,,2723,890,-1833,NW
PSEI,05/19/2025 9:00:00 PM,05/20/2025 4:00:00 AM,1562,2735,872,-1863,-1863,,,,2735,872,-1863,NW
PSEI,05/19/2025 10:00:00 PM,05/20/2025 5:00:00 AM,1259,2700,854,-1846,-1846,,,,2700,854,-1846,NW
